PLAY "Jogar"
TECHNOLOGY_AUTOMATON_BRAINS_DESCRIPTION "Build automatons that behave like humanoids."
TECHNOLOGY_AERODYNAMICS_DESCRIPTION "Build flying automatons."
TECHNOLOGY_EXPLOSIVES_DESCRIPTION "Build exploding automatons."
TECHNOLOGY_LUXURY_DESCRIPTION "Allow your minions to reflect the Lord's glory."
TECHNOLOGY_SMALL_TEMPTATIONS_DESCRIPTION "Permit a little indulgence to stay closer to the flock."
TECHNOLOGY_BIG_TEMPTATIONS_DESCRIPTION "Truly understand temptation to be able to preach against it."
TECHNOLOGY_SLAVERY_DESCRIPTION "Acquire more obedient hands to tend your flock."
TECHNOLOGY_DARK_CRAFTS_DESCRIPTION "Become more familiar with the tools that evil employs."
TECHNOLOGY_ADVANCED_THEOLOGY_DESCRIPTION "Research more advanced liturgies to ask the Lord for favors."
TECHNOLOGY_EXPERT_THEOLOGY_DESCRIPTION "Research extremely advanced liturgies to ask the Lord for favors."
TECHNOLOGY_WORSHIP_OF_ADOXIE_DESCRIPTION "Acknowledge dark powers to strengthen your faith and protect your minions from their influence."
WORLD_MAP_STYLE "World map style: {1}"
WORLD_MAPS "Inland"
WORLD_MAPS1 "Islands"
ITEMS_ADOXIESCROLL_EFFECT3 "It predicts the coming of the Evil God Adoxie"
ITEMS_ADOXIESCROLL_EFFECT4 "It predicts the coming of the Evil God Adoxie. You feel like this time it is real."
ITEMS_ZOMBIESCROLL_EFFECT2 "The scroll falls apart before you manage to read it"
ITEMS_ZOMBIESCROLL_EFFECT3 "An image of an unlocking door appears in your mind"
ITEMS_CYCLOPSSCROLL_EFFECT2 "The strange symbols and arrows describe a door that has been unlocked"
ITEMS_CYCLOPSSCROLL_ID "It contains strange symbols and arrows"
ITEMS_CYCLOPSSCROLL_ID1 "They don't seem to make any sense"
ITEMS_BLACKMARKETKEY_NAME1 "The portal is activated!"
ITEMS_BLACKMARKETKEY_NAME2 "The statue blinks!"
ITEMS_BLACKMARKETKEY_NAME3 "Nothing happens."
ITEMS_PRAYERBOOKPROTECTION_EFFECT2 "Mass will be held with the intention of protecting minions from attacks."
ITEMS_PRAYERBOOKPROTECTION_EFFECT3 "Mass will be held with the intention of giving minions strength in battles."
ITEMS_PRAYERBOOKPROTECTION_EFFECT4 "Mass will be held with the intention of protecting minions from arrows."
ITEMS_PRAYERBOOKPROTECTION_EFFECT5 "Mass will be held with the intention of giving minions more strength in digging."
ITEMS_PRAYERBOOKPROTECTION_EFFECT6 "Mass will be held with the intention of minions training at a faster pace."
ITEMS_PRAYERBOOKPROTECTION_EFFECT7 "Mass will be held with the intention of minions crafting at a faster pace."
ITEMS_PRAYERBOOKPROTECTION_EFFECT8 "Mass will be held with the intention of protecting minions from fire."
ITEMS_PRAYERBOOKPROTECTION_EFFECT9 "Mass will be held with the intention of protecting minions from poison."
ITEMS_PRAYERBOOKPROTECTION_EFFECT10 "Mass will be held with the intention of giving minions the ability to regenerate wounds."
ITEMS_PRAYERBOOKPROTECTION_EFFECT11 "Mass will be held with the intention of summoning stronger armed help."
ITEMS_PRAYERBOOKPROTECTION_EFFECT12 "Mass will be held with the intention of summoning armed help."
ITEMS_PRAYERBOOKPROTECTION_EFFECT13 "Mass will be held with the intention of summoning more workforce."
ITEMS_PRAYERBOOKPROTECTION_EFFECT14 "Mass will be held with the intention of increasing minions' melee training potential."
ITEMS_PRAYERBOOKPROTECTION_EFFECT15 "Mass will be held with the intention of increasing minions' divinity training potential."
ITEMS_PRAYERBOOKPROTECTION_EFFECT16 "Mass will be held with the intention of summoning a guardian angel for every minion."
ITEMS_PRAYERBOOKPROTECTION_EFFECT17 "Mass will be held in the name of the Evil God Adoxie."
SPELLS_DRAGON_GREETING_EFFECT2 "Well thief! I smell you and I feel your air. I hear your breath. Come along!"
FURNITURE_ROSTRUM_WOOD_ID "\"Munarret te aroleac munirol atcserda, muixan arollev.\""
FURNITURE_ROSTRUM_WOOD_ID1 "\"Et da sarumalc enrete sixiv ni.\""
FURNITURE_ROSTRUM_WOOD_ID2 "\"Murif te seps ni tnos xirtavel samina artson.\""
FURNITURE_ROSTRUM_WOOD_ID3 "\"Son revus adnecsed aut sutinalleb tu.\""
FURNITURE_ROSTRUM_WOOD_ID4 "\"Murollev te aracnas, arisanno.\""
FURNITURE_ROSTRUM_WOOD_ID5 "\"Maut somadiv non artson sico.\""
FURNITURE_ROSTRUM_WOOD_ID6 "\"Sumignat mueroc ni risnecserp des.\""
FURNITURE_ROSTRUM_WOOD_ID7 "\"Mudnalletne da aireme son sorad.\""
FURNITURE_ROSTRUM_WOOD_ID8 "\"Aut marolg ni xirev iuq, mutnacra saut soratsym.\""
FURNITURE_ROSTRUM_WOOD_ID9 "\"Sumarodual enif enis muimres.\""
FURNITURE_ROSTRUM_WOOD_ID10 "\"Eaut satirev senmo tnacifirolg.\""
FURNITURE_ROSTRUM_WOOD_ID11 "\"Sugluf murallets arpus douq animul ni.\""
FURNITURE_ROSTRUM_WOOD_ID12 "\"Tnedeac marret munarpus douq sinires ni te.\""
FURNITURE_ROSTRUM_WOOD_ID13 "\"Axeresim animod, son eritlacsa.\""
FURNITURE_ROSTRUM_WOOD_ID14 "\"Siroma te satilimuh ni sarocerp.\""
FURNITURE_ROSTRUM_WOOD_ID15 "\"Murolleb aimmus o, artson mecov eratxenoe.\""
FURNITURE_ROSTRUM_WOOD_ID16 "\"Raxelletni sinmo murorepus eauq, merecap sarad.\""
FURNITURE_ROSTRUM_WOOD_ID17 "\"Rutnaval, tnus sairav euq ,artson arortcep.\""
FURNITURE_ROSTRUM_WOOD_ID18 "\"Araved aut mutacirup erivulf ni.\""
FURNITURE_ROSTRUM_WOOD_ID19 "\"Metcnas aitaeb muc mus saxirolnoc son.\""
FURNITURE_ROSTRUM_WOOD_ID20 "\"Sudnetse mauqnun aimul ibu acol ni.\""
FURNITURE_ROSTRUM_WOOD_ID21 "\"Maut marret aneleb te, animod ,maut mulupop erivlas.\""
FURNITURE_ROSTRUM_WOOD_ID22 "\"Amixam arallev o, tacifiralc et aineg sinmo tu.\""
FURNITURE_ROSTRUM_WOOD_ID23 "\"Xirtarenluv arinas, mumrifni aritrof.\""
FURNITURE_ROSTRUM_WOOD_ID24 "\"Muresserp te subiroxe aigufer anod te.\""
FURNITURE_ROSTRUM_WOOD_ID25 "\"Xirtson xaros te soirtarf aranuda.\""
FURNITURE_ROSTRUM_WOOD_ID26 "\"Sumaviv arido te airocsid enis tu.\""
FURNITURE_ROSTRUM_WOOD_ID27 "\"Senmo son repus adnuffe maut xul muraitarg.\""
FURNITURE_ROSTRUM_WOOD_ID28 "\"Etatirev te mutirips ni sumus sutaner tu.\""
FURNITURE_ROSTRUM_WOOD_ID29 "\"Eraviv munrete aut aracap ni.\""
FURNITURE_ROSTRUM_WOOD_ID30 "\"Aneres xap o, et da romalc aut sarutaerc sinmo.\""
FURNITURE_ROSTRUM_WOOD_ID31 "\"Solitsoh musrevda artnoc son erisnefed.\""
FURNITURE_ROSTRUM_WOOD_ID32 "\"Eaiv murev ni mudarg irtson aradiug te.\""
FURNITURE_ROSTRUM_WOOD_ID33 "\"Animod, murtson muxul tis aut aranimul.\""
FURNITURE_ROSTRUM_WOOD_ID34 "\"Sinrete muroivlas aiv tis aut aiv te.\""
FURNITURE_ROSTRUM_WOOD_ID35 "\"Sumaradual et murolleces alleces ni.\""
FURNITURE_ROSTRUM_WOOD_ID36 "\"Siroleac munger ni atcnas te silagna muc.\""
FURNITURE_ROSTRUM_WOOD_ID37 "\"Xinrete aut nemon tis muracideneb.\""
FURNITURE_ROSTRUM_WOOD_ID38 "\"Eidinmo son repus aut aitarg adnecsed te.\""
FURNITURE_ROSTRUM_WOOD_ID39 "\"Eranger atised mauqmun iuq, aimmus aimon ni.\""
FURNITURE_ROSTRUM_WOOD_ID40 "\"Etarcas siroma te eromit ni et sumaroda.\""
FURNITURE_ROSTRUM_WOOD_COLOR "\"Vellora naxium, adrescta lorinum caelora et terranum.\""
FURNITURE_ROSTRUM_WOOD_COLOR1 "\"In vixis eterne clamuras ad te.\""
FURNITURE_ROSTRUM_WOOD_COLOR2 "\"Nostra animas levatrix sont in spes et firum.\""
FURNITURE_ROSTRUM_WOOD_COLOR3 "\"Ut bellanitus tua descenda suver nos.\""
FURNITURE_ROSTRUM_WOOD_COLOR4 "\"Onnasira, Sancara et Vellorum.\""
FURNITURE_ROSTRUM_WOOD_COLOR5 "\"Ocis nostra non vidamos tuam.\""
FURNITURE_ROSTRUM_WOOD_COLOR6 "\"Sed prescensir in coreum tangimus.\""
FURNITURE_ROSTRUM_WOOD_COLOR7 "\"Daros nos emeria ad entellandum"
FURNITURE_ROSTRUM_WOOD_COLOR8 "\"Mystaros tuas arcantum, qui verix in gloram tua.\""
FURNITURE_ROSTRUM_WOOD_COLOR9 "\"Sermium sine fine laudoramus.\""
FURNITURE_ROSTRUM_WOOD_COLOR10 "\"Glorificant omnes veritas tuae.\""
FURNITURE_ROSTRUM_WOOD_COLOR11 "\"In lumina quod supra stellarum fulgus.\""
FURNITURE_ROSTRUM_WOOD_COLOR12 "\"Et in serinis quod supranum terram caedent.\""
FURNITURE_ROSTRUM_WOOD_COLOR13 "\"Ascaltire nos, Domina miserexa.\""
FURNITURE_ROSTRUM_WOOD_COLOR14 "\"Precoras in humilitas et amoris.\""
FURNITURE_ROSTRUM_WOOD_COLOR15 "\"Eonextare vocem nostra, o summia bellorum.\""
FURNITURE_ROSTRUM_WOOD_COLOR16 "\"Daras pacerem, quae superorum omnis intellexar.\""
FURNITURE_ROSTRUM_WOOD_COLOR17 "\"Pectrora nostra, que varias sunt, lavantur.\""
FURNITURE_ROSTRUM_WOOD_COLOR18 "\"In fluvire puricatum tua devara.\""
FURNITURE_ROSTRUM_WOOD_COLOR19 "\"Nos conlorixas sum cum beatia sanctem.\""
FURNITURE_ROSTRUM_WOOD_COLOR20 "\"In loca ubi lumia nunquam estendus.\""
FURNITURE_ROSTRUM_WOOD_COLOR21 "\"Salvire populum tuam, Domina, et belena terram tuam.\""
FURNITURE_ROSTRUM_WOOD_COLOR22 "\"Ut omnis genia te clarificat, o vellara maxima.\""
FURNITURE_ROSTRUM_WOOD_COLOR23 "\"Fortira infirmum, sanira vulneratrix.\""
FURNITURE_ROSTRUM_WOOD_COLOR24 "\"Et dona refugia exoribus et presserum.\""
FURNITURE_ROSTRUM_WOOD_COLOR25 "\"Adunara fratrios et sorax nostrix.\""
FURNITURE_ROSTRUM_WOOD_COLOR26 "\"Ut sine discoria et odira vivamus.\""
FURNITURE_ROSTRUM_WOOD_COLOR27 "\"Gratiarum lux tuam effunda super nos omnes.\""
FURNITURE_ROSTRUM_WOOD_COLOR28 "\"Ut renatus sumus in spiritum et veritate.\""
FURNITURE_ROSTRUM_WOOD_COLOR29 "\"In pacara tua eternum vivare.\""
FURNITURE_ROSTRUM_WOOD_COLOR30 "\"Omnis creaturas tua clamor ad te, o Pax Serena.\""
FURNITURE_ROSTRUM_WOOD_COLOR31 "\"Defensire nos contra adversum hostilos.\""
FURNITURE_ROSTRUM_WOOD_COLOR32 "\"Et guidara nostri gradum in verum viae.\""
FURNITURE_ROSTRUM_WOOD_COLOR33 "\"Luminara tua sit luxum nostrum, Domina.\""
FURNITURE_ROSTRUM_WOOD_COLOR34 "\"Et via tua sit via salviorum eternis.\""
FURNITURE_ROSTRUM_WOOD_COLOR35 "\"In secella secellorum te laudaramus.\""
FURNITURE_ROSTRUM_WOOD_COLOR36 "\"Cum angalis et sancta in regnum caeloris.\""
FURNITURE_ROSTRUM_WOOD_COLOR37 "\"Benedicarum sit nomen tua eternix.\""
FURNITURE_ROSTRUM_WOOD_COLOR38 "\"Et descenda gratia tua super nos omnidie.\""
FURNITURE_ROSTRUM_WOOD_COLOR39 "\"In nomia summia, qui numquam desita regnare.\""
FURNITURE_ROSTRUM_WOOD_COLOR40 "\"Adoramus te in timore et amoris sacrate.\""
FURNITURE_ADOXIE_STATUE_TEMPLE_DESTROYEDEFFECT "The statue is destroyed!"
FURNITURE_ADOXIE_STATUE_TEMPLE_DESTROYEDEFFECT1 "The statue comes to life!"
FURNITURE_ALTAR_THIRDPERSON3 "A streak of magical energy is released"
FURNITURE_ALTAR_AMOUNT "Wrath upon you!"
FURNITURE_BOOKCASE_WOOD_DESTROYEDEFFECT "The bookcase is destroyed!"
FURNITURE_DINING_TABLE_DESTROYEDEFFECT "The table is destroyed!"
FURNITURE_FORGE_DESTROYEDEFFECT "The forge is destroyed!"
FURNITURE_DOWN_STAIRS_ADOXIE_USAGETYPE1 "You lose your sense of direction"
FURNITURE_INACTIVE_PORTAL_USAGETYPE1 "The portal is inactive."
FURNITURE_HIDDEN_CASTLE_DOOR_ENTRYTYPE "It was just an illusion!"
FURNITURE_BOULDER_TRAP_TICKTYPE "The boulder starts rolling."
FURNITURE_BOULDER_TRAP_TICKTYPE1 "You hear a heavy boulder rolling."
FURNITURE_GARGOYLE_TRAP_TICKTYPE "The gargoyle comes to life!"
BUFFS_PREACHING_ID4 "An ancient, terrible evil reshapes your body and causes you to grow a beak."
IMMIGRATION_TRAITS "when riding steed"
IMMIGRATION_TRAITS1 "when drunk"
IMMIGRATION_EFFECT "when riding steed"
IMMIGRATION_TRAITS2 "at night"
ITEMS_KNIFE_SPECIALATTR "against tribe leaders when hidden"
CREATURE_ATTRIBUTES_BLACK_DRAGON_PREFIX "at night"
CREATURE_ATTRIBUTES_DWARF_SPECIALATTR "when outdoors"
CREATURE_ATTRIBUTES_DWARF_FEMALE_SPECIALATTR "when outdoors"
VILLAIN_NAME_AND_DESCRIPTION "{1} ({2})"
RETIRED_PLAYER_DESCRIPTION "{1} (retired player)"
PLAYER_SITE_DESCRIPTION "This is your home site."
PLAYER_SITE_NAME "Home site"
CAMPAIGN_VILLAINS_COTTAGES_NAME1 "Cottage"
CAMPAIGN_VILLAINS_COTTAGES_NAME2 "Shop"
CAMPAIGN_VILLAINS_COTTAGES_NAME3 "Blacksmith"
CAMPAIGN_VILLAINS_COTTAGES_NAME4 "Stable"
CAMPAIGN_VILLAINS_COTTAGES_NAME5 "Cave"
CAMPAIGN_VILLAINS_COTTAGES_NAME "Unknown"
CAMPAIGN_VILLAINS_EVIL_KEEPER_NAME10 "Demon den"
CAMPAIGN_VILLAINS_EVIL_KEEPER_NAME11 "Adoxie priest"
CAMPAIGN_VILLAINS_EVIL_KEEPER_NAME12 "Tree spirits"
CAMPAIGN_VILLAINS_EVIL_KEEPER_NAME13 "Dryads"
CAMPAIGN_VILLAINS_EVIL_KEEPER_NAME14 "Cyclops"
CAMPAIGN_VILLAINS_EVIL_KEEPER_NAME15 "Giant spider"
CAMPAIGN_VILLAINS_EVIL_KEEPER_NAME16 "Hydra"
CAMPAIGN_VILLAINS_EVIL_KEEPER_NAME17 "Unicorn herd"
CAMPAIGN_VILLAINS_EVIL_KEEPER_NAME18 "Ants"
CAMPAIGN_VILLAINS_EVIL_KEEPER_NAME19 "Zombies"
CAMPAIGN_VILLAINS_EVIL_KEEPER_NAME1 "Elves"
CAMPAIGN_VILLAINS_EVIL_KEEPER_NAME20 "Guard post"
CAMPAIGN_VILLAINS_EVIL_KEEPER_NAME21 "Dark elves"
CAMPAIGN_VILLAINS_EVIL_KEEPER_NAME22 "Gnomes"
CAMPAIGN_VILLAINS_EVIL_KEEPER_NAME2 "Dwarves"
CAMPAIGN_VILLAINS_EVIL_KEEPER_NAME3 "Red dragon"
CAMPAIGN_VILLAINS_EVIL_KEEPER_NAME4 "White dragon"
CAMPAIGN_VILLAINS_EVIL_KEEPER_NAME5 "Elementalist"
CAMPAIGN_VILLAINS_EVIL_KEEPER_NAME6 "Green dragon"
CAMPAIGN_VILLAINS_EVIL_KEEPER_NAME7 "Lizardmen"
CAMPAIGN_VILLAINS_EVIL_KEEPER_NAME8 "Warriors"
CAMPAIGN_VILLAINS_EVIL_KEEPER_NAME9 "Thieves"
CAMPAIGN_VILLAINS_EVIL_KEEPER_NAME "Knights"
CAMPAIGN_VILLAINS_LAWFUL_KEEPER_NAME10 "Zombies"
CAMPAIGN_VILLAINS_LAWFUL_KEEPER_NAME11 "Goblins"
CAMPAIGN_VILLAINS_LAWFUL_KEEPER_NAME12 "Harpies"
CAMPAIGN_VILLAINS_LAWFUL_KEEPER_NAME13 "Ants"
CAMPAIGN_VILLAINS_LAWFUL_KEEPER_NAME14 "Adoxie priest"
CAMPAIGN_VILLAINS_LAWFUL_KEEPER_NAME15 "Dwarves"
CAMPAIGN_VILLAINS_LAWFUL_KEEPER_NAME16 "Teutonic Knights"
CAMPAIGN_VILLAINS_LAWFUL_KEEPER_NAME1 "Green dragon"
CAMPAIGN_VILLAINS_LAWFUL_KEEPER_NAME2 "White dragon"
CAMPAIGN_VILLAINS_LAWFUL_KEEPER_NAME3 "Dark elves"
CAMPAIGN_VILLAINS_LAWFUL_KEEPER_NAME4 "Goblin town"
CAMPAIGN_VILLAINS_LAWFUL_KEEPER_NAME5 "Demon den"
CAMPAIGN_VILLAINS_LAWFUL_KEEPER_NAME6 "Lizardmen"
CAMPAIGN_VILLAINS_LAWFUL_KEEPER_NAME7 "Giant spider"
CAMPAIGN_VILLAINS_LAWFUL_KEEPER_NAME8 "Cyclops"
CAMPAIGN_VILLAINS_LAWFUL_KEEPER_NAME9 "Hydra"
CAMPAIGN_VILLAINS_LAWFUL_KEEPER_NAME "Red dragon"
TILE_GAS_TYPES_FOG_NAME "fog"
TILE_GAS_TYPES_POISON_GAS_NAME "poison gas"
TILE_GAS_TYPES_BLACK_SMOKE_NAME "black smoke"
TILE_GAS_TYPES_BLACK_MASS_SMOKE_NAME "black smoke"
YOU_RESISTED_THE_ATTACK_OF "You resisted the attack of {1}."
ENEMY_WAVE_NAME_UNKNOWN "Unknown"
EXTERNAL_ENEMIES_NAME "a curious bandit"
EXTERNAL_ENEMIES_NAME1 "a lizardman scout"
EXTERNAL_ENEMIES_NAME2 "an ant patrol"
EXTERNAL_ENEMIES_NAME3 "a nest of lizardmen"
EXTERNAL_ENEMIES_NAME4 "a gang of bandits"
EXTERNAL_ENEMIES_NAME5 "an ant soldier patrol"
EXTERNAL_ENEMIES_NAME6 "an alchemist's clay golems"
EXTERNAL_ENEMIES_NAME7 "an alchemist's stone golems"
EXTERNAL_ENEMIES_NAME8 "an army of ants"
EXTERNAL_ENEMIES_NAME9 "a group of ents"
EXTERNAL_ENEMIES_NAME10 "a band of dwarves"
EXTERNAL_ENEMIES_NAME11 "an alchemist's iron golems"
EXTERNAL_ENEMIES_NAME12 "a dwarf tribe"
EXTERNAL_ENEMIES_NAME13 "a patrol of archers"
EXTERNAL_ENEMIES_NAME14 "a lonely knight"
EXTERNAL_ENEMIES_NAME15 "a group of warriors"
EXTERNAL_ENEMIES_NAME16 "an army of warriors"
EXTERNAL_ENEMIES_NAME17 "an army of knights"
EXTERNAL_ENEMIES_NAME18 "a cyclops"
EXTERNAL_ENEMIES_NAME19 "a witchman"
EXTERNAL_ENEMIES_NAME20 "a minotaur"
EXTERNAL_ENEMIES_NAME21 "an elementalist"
EXTERNAL_ENEMIES_NAME22 "a green dragon"
EXTERNAL_ENEMIES_NAME23 "a red dragon"
EXTERNAL_ENEMIES_NAME24 "a black dragon"
EXTERNAL_ENEMIES_NAME25 "a pack of trolls"
BIOMES_GRASSLAND_NAME "grassland"
BIOMES_GRASSLAND_NAME1 "forest"
BIOMES_GRASSLAND_NAME2 "mountains"
BIOMES_SNOW_NAME "winter"
BIOMES_DESERT_NAME "desert"
BIOMES_OUTBACK_NAME "outback"
BIOMES_SWAMP_NAME "swamp"
HINTS_OPTION_NAME "In-game hints"
ASCII_OPTION_NAME "Unicode graphics"
MUSIC_OPTION_NAME "Music volume"
SOUND_OPTION_NAME "SFX volume"
KEEP_SAVEFILES_OPTION_NAME "Keep save files"
SHOW_MAP_OPTION_NAME "Show map"
FULLSCREEN_OPTION_NAME "Fullscreen"
VSYNC_OPTION_NAME "Vertical Sync"
FPS_LIMIT_OPTION_NAME "Framerate limit"
ZOOM_UI_OPTION_NAME "Zoom in UI"
DISABLE_MOUSE_WHEEL_OPTION_NAME "Disable mouse wheel scrolling"
DISABLE_CURSOR_OPTION_NAME "Disable pretty mouse cursor"
ONLINE_OPTION_NAME "Online features"
GAME_EVENTS_OPTION_NAME "Anonymous statistics"
AUTOSAVE2_OPTION_NAME "Number of turns between autosaves"
STARTING_RESOURCE_OPTION_NAME "Resource bonus"
START_WITH_NIGHT_OPTION_NAME "Start with night"
PLAYER_NAME_OPTION_NAME "First name"
SETTLEMENT_NAME_OPTION_NAME "Settlement name"
MAIN_VILLAINS_OPTION_NAME "Main villains"
RETIRED_VILLAINS_OPTION_NAME "Retired villains"
LESSER_VILLAINS_OPTION_NAME "Lesser villains"
MINOR_VILLAINS_OPTION_NAME "Minor villains"
ALLIES_OPTION_NAME "Allies"
CURRENT_MOD2_OPTION_NAME "Current mod"
ENDLESS_ENEMIES_OPTION_NAME "Start endless enemy waves"
ENEMY_AGGRESSION_OPTION_NAME "Enemy aggression"
KEEPER_WARNING_OPTION_NAME "Keeper danger warning"
KEEPER_WARNING_TIMEOUT_OPTION_NAME "Keeper danger timeout"
SINGLE_THREAD_OPTION_NAME "Use a single thread for loading operations"
UNLOCK_ALL_OPTION_NAME "Unlock all hidden gameplay features"
EXP_INCREASE_OPTION_NAME "Enemy difficulty curve"
DPI_AWARE_OPTION_NAME "Override Windows DPI scaling"
LANGUAGE_OPTION_NAME "Language"
CHOOSE_LANGUAGE "Choose language:"
OPTION_NAME_AND_VALUE "{1}: {2}"
HINTS_OPTION_DESCRIPTION "Display some extra helpful information during the game."
ASCII_OPTION_DESCRIPTION "Switch to old school roguelike graphics."
KEEP_SAVEFILES_OPTION_DESCRIPTION "Don't remove the save file when a game is loaded."
FULLSCREEN_OPTION_DESCRIPTION "Switch between fullscreen and windowed mode."
VSYNC_OPTION_DESCRIPTION "Limits frame rate to your monitor's refresh rate. Turning off may fix frame rate issues."
FPS_LIMIT_OPTION_DESCRIPTION "Limits frame rate. Lower framerate keeps GPU cooler."
ZOOM_UI_OPTION_DESCRIPTION "All UI and graphics are zoomed in. Use if you have a large resolution screen and things appear too small."
ONLINE_OPTION_DESCRIPTION "Enable online features, like dungeon sharing and highscores."
GAME_EVENTS_OPTION_DESCRIPTION "Enable sending anonymous statistics to the developer."
AUTOSAVE2_OPTION_DESCRIPTION "Autosave the game every X number turns. The save file will be used to recover in case of a crash."
ENDLESS_ENEMIES_OPTION_DESCRIPTION "Turn on recurrent enemy waves that attack your dungeon."
ENEMY_AGGRESSION_OPTION_DESCRIPTION "The chance of your dungeon being attacked by enemies."
KEEPER_WARNING_OPTION_DESCRIPTION "Display a pop up window whenever your Keeper is in danger."
KEEPER_WARNING_TIMEOUT_OPTION_DESCRIPTION "Number of turns before a new \"Keeper in danger\" warning is shown."
SINGLE_THREAD_OPTION_DESCRIPTION "Please try this option if you're experiencing slow saving, loading, or map generation. Note: this will make the game unresponsive during the operation."
UNLOCK_ALL_OPTION_DESCRIPTION "Unlocks all player characters and gameplay features that are normally unlocked by finding secrets in the game."
EXP_INCREASE_OPTION_DESCRIPTION "Defines the increase in experience for every lesser and main villain as you travel further away from your home site."
DPI_AWARE_OPTION_DESCRIPTION "If you find the game blurry, this setting might help. Requires restarting the game."
ATTR_BUFF_DESCRIPTION "Gives a +{1} {2} bonus."
ATTR_DEBUFF_DESCRIPTION "Gives a +{1} {2} penalty."
ATTR_DEBUFF_NAME "{1} debuff"
BUFFS_STABLE_HAND_DESCRIPTION "ranged damage"
BUFFS_PIERCING_VOICE_DESCRIPTION "spell damage"
BUFFS_DIVINE_DIGGING_DESCRIPTION "digging"
BUFFS_DEF_DEBUFF_NAME "defense"
BUFFS_PREACHING_ENDEFFECT "Minions have been blessed with a temporary +5 defense bonus."
BUFFS_PREACHING_ID5 "Minions have been blessed with a temporary +5 damage bonus."
BUFFS_PREACHING_ID6 "Minions have been blessed with a temporary +15 digging bonus."
BUFFS_PREACHING_ID7 "Minions have been blessed with temporarily faster training."
BUFFS_PREACHING_ID8 "Minions have been blessed with temporarily faster crafting."
BUFFS_PREACHING_ID9 "Minions have been blessed with temporary resistance to ranged attacks."
BUFFS_PREACHING_ID10 "Minions have been blessed with a temporary ability to regenerate wounds."
BUFFS_PREACHING_ID11 "Minions have been blessed with temporary resistance to fire attacks."
BUFFS_PREACHING_ID12 "Minions have been blessed with temporary resistance to poison."
BUFFS_PREACHING_ID13 "Minions have been blessed with temporary resistance to dragon attacks."
BUFFS_PREACHING_ID14 "Minions have been blessed with temporary resistance to demon attacks."
BUFFS_PREACHING_ID15 "Minions have been blessed with temporary resistance to undead attacks."
BUFFS_PREACHING_ID16 "Minions have been blessed with temporary resistance to lizardmen attacks."
BUFFS_PREACHING_ID17 "Minions have been blessed with temporary resistance to elf attacks."
BUFFS_PREACHING_ID18 "Minions have been blessed with temporary resistance to greenskin attacks."
BUFFS_PREACHING_ID19 "Minions have been blessed with increased melee training limits."
BUFFS_PREACHING_ID20 "Minions have been blessed with increased divinity training limits."
BUFFS_PREACHING_ID21 "Minions have been blessed with guardian angels."
BUFFS_PREACHING_ID22 "Your prayers for summoning stronger armed help have been answered."
BUFFS_PREACHING_ID23 "Your prayers for summoning armed help have been answered."
BUFFS_PREACHING_ID24 "Your prayers for summoning more workforce have been answered."
AUTOMATON_RANGED_HEAD_DESCRIPTION "Grants the \"{1}\" ability."
ITEMS_ARCHERHEADWOOD_PREFIX "arrow shooting"
ITEMS_ARCHERHEADIRON_PREFIX "arrow shooting"
ITEMS_FIREHEADIRON_PREFIX "fire breathing"
ITEMS_OILHEADIRON_PREFIX "oil spitting"
ITEMS_ACIDHEADIRON_PREFIX "acid spitting"
ITEMS_ARCHERHEADADA_PREFIX "arrow shooting"
ITEMS_FIREHEADADA_PREFIX "fire breathing"
ITEMS_OILHEADADA_PREFIX "oil spitting"
ITEMS_ACIDHEADADA_PREFIX "acid spitting"
ITEMS_FIREHEADINFERNITE_PREFIX "fire breathing"
ITEMS_INVISIBILITYHEADADOXIUM_PREFIX "invisibility"
ITEMS_TELEPORTHEADADOXIUM_PREFIX "teleport"
ITEMS_HUMANOIDHEADWOOD_PREFIX1 "humanoid"
ITEMS_AUTOMATONARMSWOOD_MELEEATTACKATTR "melee"
ITEMS_AUTOMATONDRILLWOOD_PREFIX1 "drill"
ITEMS_AUTOMATONCRAFTINGWOOD_PREFIX1 "crafting"
ITEMS_REPAIRAUTOMATONARMSIRON_PREFIX1 "repair"
ITEMS_KABOOMHEAD_AMOUNT "kaboom"
PROTECTION_MASS_DESCRIPTION "Mass will be held with the intention of protecting minions from {1}."
PROTECTION_MASS_SHORT_NAME "protection from {1}"
PROTECTION_MASS_NAME "liturgical book for protection from {1}"
PROTECTION_RING_NAME "ring of protection from {1}"
PROTECTION_RING_SHORT_NAME "from {1}"
ITEMS_UNDEADPROTECTIONRING5_NAME "undead"
ITEMS_ELFPROTECTIONRING5_NAME "elves"
ITEMS_DWARFPROTECTIONRING5_NAME "dwarves"
ITEMS_GREENSKINPROTECTIONRING5_NAME "greenskins"
ITEMS_DRAGONPROTECTIONRING15_NAME "dragons"
ITEMS_PRAYERBOOKPROTECTION_SHORTNAME16 "dragons"
ITEMS_PRAYERBOOKPROTECTION_SHORTNAME17 "demons"
ITEMS_PRAYERBOOKPROTECTION_SHORTNAME18 "the undead"
ITEMS_PRAYERBOOKPROTECTION_SHORTNAME19 "elves"
ITEMS_PRAYERBOOKPROTECTION_SHORTNAME20 "greenskins"
ITEMS_PRAYERBOOKPROTECTION_SHORTNAME21 "lizardmen"
BUFFS_DAM_BONUS_NAME "damage"
BUFFS_DEF_BONUS_NAME "defense"
